,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_num,Rating_Years
2621,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.06123654965621877,0.0011442376743379015,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T,8.5,13.0
2622,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.1443766089625003,0.09,0.00852276264361953,0.05,0.78,79.0,63.0,8.1,20.373777495746726,Camelot Software Planning,E10+,8.1,10.0
2623,Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,0.4,0.06985920460182864,0.0,0.07,0.78,86.0,59.0,7.4,22.591541505491755,EA Canada,M,7.4,17.0
2625,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.06123654965621877,0.0011442376743379015,0.07,0.78,57.0,43.0,6.3,30.15517364572671,Techland,M,6.3,17.0
2626,Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,0.15317324476202623,0.06,0.0,0.02792288652591009,0.78,0.0,0.0,3.1,18.0,EA Sports,E,7.234294969349734,6.0
2628,Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.16014000647476345,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+,7.8,10.0
2629,The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.49,0.04,0.0015366808520359244,0.04,0.78,88.0,59.0,8.9,36.60701160251839,Jupiter Corporation,T,8.9,13.0
2630,Drawn to Life,DS,2007.0,Action,THQ,0.1699489597574937,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E,8.2,6.0
2631,Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,0.49,0.19,0.0011442376743379015,0.022486891019030925,0.78,85.0,39.0,7.7,20.711108608267992,Firaxis Games,E10+,7.7,10.0
2632,NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.16014000647476345,0.02,0.0,0.025338189430529113,0.78,81.0,12.0,8.4,18.0,"Kush Games, Visual Concepts",E,8.4,6.0
2635,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.16014000647476345,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T,8.6,13.0
2637,Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.06985920460182864,0.0,0.025338189430529113,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T,6.3,13.0
2639,Rayman Origins,X360,2011.0,Platform,Ubisoft,0.38,0.06985920460182864,0.0,0.08,0.78,87.0,55.0,8.2,36.60701160251839,UBlart Montpellier,E10+,8.2,10.0
2641,Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,0.36,0.06985920460182864,0.0,0.07,0.77,48.0,47.0,3.8,49.2197391187142,Gearbox Software,M,3.8,17.0
2642,Lips,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.08874735901424458,0.0,0.02351691448228458,0.77,71.0,43.0,7.4,34.0,iNiS,T,7.4,13.0
2646,MadWorld,Wii,2009.0,Action,Sega,0.45,0.23,0.002538370905903362,0.07,0.77,81.0,20.049641869945702,8.6,30.15517364572671,PlatinumGames,M,8.6,17.0
2647,Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.06985920460182864,0.0011442376743379015,0.03193707531378317,0.77,57.0,14.0,7.1,19.0,EA Games,E,7.1,6.0
2648,Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,0.16014000647476345,0.02,0.0034996871845748984,0.06,0.77,81.0,20.26578602522372,7.3,36.60701160251839,Rare Ltd.,M,7.3,17.0
2649,Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.16014000647476345,0.02,0.0,0.02351691448228458,0.77,53.0,30.0,6.3,46.0,"EA Canada, Nihilistic",T,6.3,13.0
2651,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.43,0.06375645254739855,0.0,0.05,0.77,78.0,13.0,8.5,24.0,Eden Studios,E,8.5,6.0
2652,ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.18,0.08874735901424458,0.0,0.02351691448228458,0.77,66.0,5.0,tbd,0.0,Ubisoft,E10+,,10.0
2654,Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,0.14905744624362588,0.14,0.0034996871845748984,0.06,0.77,52.0,56.0,4.9,49.2197391187142,Slant Six,M,4.9,17.0
2655,UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.14710908592864477,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E,6.5,6.0
2657,Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.07774716304829228,0.0,0.038195245472238855,0.77,70.0,22.0,6.6,18.0,Team 17,E10+,6.6,10.0
2658,Puzzler World,DS,2009.0,Puzzle,Ubisoft,0.41,0.06375645254739855,0.0,0.07,0.77,0.0,0.0,tbd,0.0,Ubisoft,E,,6.0
2661,Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.14905744624362588,0.2,0.0,0.01,0.77,38.0,14.0,5,6.0,David A. Palmer Productions,E,5.0,6.0
2662,Ghost Squad,Wii,2007.0,Shooter,Sega,0.42,0.21,0.00852276264361953,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T,7.5,13.0
2664,Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.38,0.06375645254739855,0.0,0.02351691448228458,0.77,84.0,33.0,8.7,16.0,Capcom,T,8.7,13.0
2665,Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.0015366808520359244,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E,8.4,6.0
2666,All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.06375645254739855,0.0,0.02351691448228458,0.77,81.0,15.0,8.4,17.0,Acclaim Studios Austin,E,8.4,6.0
2667,Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.1,0.08,0.002538370905903362,0.03,0.77,45.0,26.0,3,29.0,SquareSoft,T,7.177044368199195,13.0
2668,Pokemon Dash,DS,2004.0,Racing,Nintendo,0.21,0.14,0.002538370905903362,0.04,0.77,46.0,28.0,5.9,34.0,Ambrella,E,5.9,6.0
2669,Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.00852276264361953,0.02351691448228458,0.77,57.0,26.0,7.2,58.0,Spike,T,7.2,13.0
2670,Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.1699489597574937,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,Incognito Inc.,T,8.2,13.0
2671,Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.21,0.06985920460182864,0.0015366808520359244,0.07,0.76,69.0,6.0,tbd,0.0,Nintendo,E,,6.0
2672,Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.04889971505770056,0.76,66.0,5.0,6.7,49.0,Sonic Team,E10+,6.7,10.0
2673,Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.06375645254739855,0.0,0.02351691448228458,0.76,0.0,0.0,9,40.0,Sand Grain Studios,T,9.0,13.0
2675,Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,0.28,0.06375645254739855,0.00852276264361953,0.07,0.76,76.0,11.0,tbd,0.0,"Tetris Online, Inc",E,,6.0
2678,My Baby Girl,DS,2008.0,Simulation,Nobilis,0.16014000647476345,0.09,0.0,0.06,0.76,0.0,0.0,tbd,0.0,Dancing Dots,E,,6.0
2679,Driv3r,XB,2004.0,Racing,Atari,0.36,0.07774716304829228,0.0,0.03,0.76,56.0,57.0,4.7,69.0,Reflections Interactive,M,4.7,17.0
2684,ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.002538370905903362,0.05,0.76,94.0,4.0,8.7,40.0,KCET,E,8.7,6.0
2685,Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,0.23,0.06985920460182864,0.0034996871845748984,0.03193707531378317,0.76,52.0,7.0,6.8,37.0,Piranha Games,T,6.8,13.0
2686,Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.15317324476202623,0.04,0.00852276264361953,0.06,0.76,85.0,54.0,8,30.15517364572671,Nintendo,T,8.0,13.0
2687,Bayonetta 2,WiiU,2014.0,Action,Nintendo,0.32,0.06375645254739855,0.00852276264361953,0.06,0.76,91.0,20.635930385596325,8.2,75.34820579278302,PlatinumGames,M,8.2,17.0
2688,Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,0.38,0.23,0.0,0.02792288652591009,0.76,63.0,25.0,8,41.0,Savage Entertainment,T,8.0,13.0
2695,Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.06375645254739855,0.0,0.02351691448228458,0.76,65.0,47.0,6.9,30.0,Sony Bend,M,6.9,17.0
2696,FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.11,0.06375645254739855,0.0,0.04889971505770056,0.76,0.0,0.0,6.6,7.0,EA Sports,E,6.6,6.0
2697,The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.3,0.07774716304829228,0.0034996871845748984,0.07,0.76,52.0,29.0,3.3,31.0,EA Games,T,7.234294969349734,13.0
2698,Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.16014000647476345,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,Midway,M,8.8,17.0
2699,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.14905744624362588,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E,7.6,6.0
2700,DJ Hero,Wii,2009.0,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,Exient Entertainment,T,7.6,13.0
2703,Portal 2,PC,2011.0,Shooter,Valve Software,0.33,0.06985920460182864,0.0,0.02351691448228458,0.76,95.0,52.0,8.8,24.944328587191873,Valve Software,E10+,8.8,10.0
2704,Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.06985920460182864,0.0,0.025338189430529113,0.76,51.0,48.0,4.9,36.60701160251839,"Gearbox Software, 3D Realms",M,4.9,17.0
2705,Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.14710908592864477,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,"LucasArts, Red Fly Studio",T,7.8,13.0
2712,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.28,0.07774716304829228,0.0,0.08,0.75,60.0,35.0,6,8.0,EA Bright Light,E10+,6.0,10.0
2713,Wall-E,PS2,2008.0,Platform,THQ,0.21,0.0,0.0,0.04889971505770056,0.75,67.0,8.0,8.4,9.0,Asobo Studio,E,8.4,6.0
2714,Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.08874735901424458,0.0015366808520359244,0.03,0.75,81.0,58.0,7.9,20.373777495746726,Level 5,E10+,7.9,10.0
2716,Mega Man X5,PS,2000.0,Platform,Capcom,0.3,0.21,0.0015366808520359244,0.05,0.75,76.0,10.0,8.9,55.0,Capcom,E,8.9,6.0
2718,Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,0.34,0.05907673435108338,0.005544040609250425,0.025338189430529113,0.75,89.0,56.0,8.4,75.34820579278302,Respawn Entertainment,M,8.4,17.0
2719,Genji: Days of the Blade,PS3,2006.0,Action,Sony Computer Entertainment,0.18,0.07774716304829228,0.005544040609250425,0.02792288652591009,0.75,55.0,46.0,5.8,30.0,Game Republic,T,5.8,13.0
2720,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.41,0.06123654965621877,0.0011442376743379015,0.07,0.75,95.0,10.0,7.3,75.34820579278302,"Kojima Productions, Moby Dick Studio",M,7.3,17.0
2721,Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.07774716304829228,0.0,0.08,0.75,81.0,20.26578602522372,7.8,69.0,Rockstar San Diego,E,7.8,6.0
2722,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.28,0.07774716304829228,0.0,0.08,0.75,58.0,22.0,6,8.0,Planet Moon Studios,E,6.0,6.0
2723,PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.26,0.19,0.0015366808520359244,0.04,0.75,60.0,18.0,7,27.0,Creatures Inc.,E,7.0,6.0
2724,DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.02351691448228458,0.75,86.0,46.0,7.8,22.0,FreeStyleGames,T,7.8,13.0
2725,WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,THQ,0.41,0.2,0.0,0.02792288652591009,0.75,72.0,9.0,6,9.0,Yuke's,T,6.0,13.0
2726,LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.41,0.06375645254739855,0.0,0.06,0.75,72.0,6.0,5.2,25.0,TT Games,E10+,5.2,10.0
2727,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.23,0.005544040609250425,0.022486891019030925,0.75,81.0,53.0,6.7,30.15517364572671,Project Soul,T,6.7,13.0
2728,Shark Tale,PS2,2004.0,Action,Activision,0.37,0.06375645254739855,0.0,0.02351691448228458,0.75,69.0,30.0,6.5,6.0,Edge of Reality,E,6.5,6.0
2730,Zone of the Enders,PS2,2001.0,Shooter,Konami Digital Entertainment,0.3,0.05811732095586271,0.00852276264361953,0.08,0.75,78.0,21.0,7.4,49.0,KCEJ,M,7.4,17.0
2733,Deer Drive,Wii,2009.0,Sports,Big Ben Interactive,0.16014000647476345,0.04,0.0,0.05,0.75,0.0,0.0,tbd,0.0,Kouyousha,T,,13.0
2734,Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.09,0.08874735901424458,0.00852276264361953,0.02351691448228458,0.75,82.0,56.0,7.2,49.2197391187142,Konami,E,7.2,6.0
2735,Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.48,0.05811732095586271,0.0,0.03,0.75,83.0,55.0,7.8,12.0,Neversoft Entertainment,T,7.8,13.0
2736,Madden NFL 06,PSP,2005.0,Sports,Electronic Arts,0.1699489597574937,0.0,0.0,0.06,0.75,75.0,23.0,7.9,16.0,EA Tiburon,E,7.9,6.0
2738,Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,Ubisoft,0.21,0.08874735901424458,0.0,0.08,0.75,62.0,24.0,7.6,14.0,Ubisoft,E10+,7.6,10.0
2739,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.22,0.17,0.002538370905903362,0.06,0.75,81.0,22.0,7.9,27.0,Capcom,T,7.9,13.0
2740,MVP 06 NCAA Baseball,PS2,2006.0,Sports,Electronic Arts,0.16014000647476345,0.02,0.0,0.02351691448228458,0.75,76.0,27.0,9,18.0,EA Canada,E,9.0,6.0
2741,Turok,X360,2008.0,Action,Touchstone,0.46,0.2,0.0011442376743379015,0.07,0.75,69.0,63.0,7.1,24.944328587191873,Propaganda Games,M,7.1,17.0
2743,Coded Arms,PSP,2005.0,Shooter,Konami Digital Entertainment,0.28,0.06375645254739855,0.0,0.03193707531378317,0.75,59.0,42.0,6.5,61.0,Konami,T,6.5,13.0
2744,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,Square Enix,0.38,0.03,0.002538370905903362,0.04,0.75,80.0,47.0,6.9,22.591541505491755,Square Enix,E10+,6.9,10.0
2747,The Lord of the Rings: Conquest,PS3,2009.0,Action,Electronic Arts,0.38,0.05907673435108338,0.0,0.025338189430529113,0.74,54.0,45.0,7.1,57.0,Pandemic Studios,T,7.1,13.0
2748,Band Hero,PS3,2009.0,Misc,Activision,0.41,0.23,0.0,0.025338189430529113,0.74,76.0,45.0,5.7,9.0,Neversoft Entertainment,E10+,5.7,10.0
2749,Burnout,PS2,2001.0,Racing,Acclaim Entertainment,0.36,0.06375645254739855,0.0,0.02351691448228458,0.74,79.0,25.0,7.7,33.0,Criterion Games,E,7.7,6.0
2750,Spectrobes,DS,2007.0,Role-Playing,Disney Interactive Studios,0.16014000647476345,0.02,0.0,0.06,0.74,63.0,37.0,7.9,31.0,Jupiter Corporation,E,7.9,6.0
2753,The Godfather II,PS3,2009.0,Action,Electronic Arts,0.41,0.21,0.0011442376743379015,0.02351691448228458,0.74,67.0,53.0,7.2,50.0,EA Redwood Shores,M,7.2,17.0
2754,Mortal Kombat: Unchained,PSP,2006.0,Fighting,Midway Games,0.1699489597574937,0.01,0.0,0.06,0.74,70.0,19.0,8.8,31.0,JGI Entertainment,M,8.8,17.0
2755,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.07774716304829228,0.0011442376743379015,0.038195245472238855,0.74,69.0,11.0,6.5,31.0,EA Bright Light,E,6.5,6.0
2756,Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.18,0.0011442376743379015,0.07,0.74,91.0,30.0,7.9,75.34820579278302,From Software,T,7.9,13.0
2757,Sega Superstars Tennis,DS,2008.0,Sports,Sega,0.29,0.07774716304829228,0.0,0.08,0.74,65.0,19.0,tbd,0.0,Sumo Digital,E,,6.0
2758,Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.14,0.08874735901424458,0.0,0.025338189430529113,0.74,80.0,20.0,7.4,75.34820579278302,Ubisoft Montreal,M,7.4,17.0
2760,[Prototype 2],PS3,2012.0,Action,Activision,0.36,0.06375645254739855,0.0,0.02351691448228458,0.74,79.0,39.0,6.8,30.15517364572671,Radical Entertainment,M,6.8,17.0
2761,Midnight Club 3: DUB Edition,XB,2005.0,Racing,Take-Two Interactive,0.16014000647476345,0.1,0.0,0.03,0.74,84.0,53.0,7.4,40.0,Rockstar San Diego,E10+,7.4,10.0
2762,Resident Evil: Revelations,PS3,2013.0,Action,Capcom,0.14,0.06375645254739855,0.0015366808520359244,0.022486891019030925,0.74,74.0,30.0,7.2,36.60701160251839,Capcom,M,7.2,17.0
2763,Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,Ubisoft,0.42,0.19,0.0,0.02792288652591009,0.74,60.0,20.0,7.1,31.0,Ubisoft Montreal,T,7.1,13.0
2765,Tiger Woods PGA Tour 2001,PS2,2001.0,Sports,Electronic Arts,0.36,0.06375645254739855,0.0,0.022486891019030925,0.74,74.0,19.0,tbd,0.0,Stormfront Studios,E,,6.0
2767,Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.33,0.06123654965621877,0.002538370905903362,0.025338189430529113,0.74,85.0,56.0,8.1,26.836533923603234,Volition Inc.,M,8.1,17.0
2770,Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.3,0.15,0.0015366808520359244,0.07,0.74,77.0,28.0,6.7,82.0,Project Aces,T,6.7,13.0
2772,Unreal Championship,XB,2002.0,Shooter,Atari,0.15317324476202623,0.12,0.0,0.03,0.74,83.0,29.0,8.2,24.0,Digital Extremes,M,8.2,17.0
2774,Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.06375645254739855,0.0,0.025338189430529113,0.74,0.0,0.0,6.7,11.0,TT Games,E10+,6.7,10.0
2775,Crysis 2,PC,2011.0,Action,Electronic Arts,0.16,0.08874735901424458,0.0,0.02792288652591009,0.74,86.0,42.0,6.8,75.34820579278302,Crytek,M,6.8,17.0
2776,Tales of Vesperia,X360,2008.0,Role-Playing,Atari,0.32,0.17,0.0015366808520359244,0.05,0.74,79.0,67.0,8.2,36.60701160251839,Bandai Namco Games,T,8.2,13.0
2777,MLB 13: The Show,PS3,2013.0,Sports,Sony Computer Entertainment,0.1699489597574937,0.0,0.0,0.07,0.74,87.0,36.0,7.8,24.944328587191873,SCEA San Diego Studios,E,7.8,6.0
2778,LEGO Marvel Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.31,0.06985920460182864,0.002538370905903362,0.06,0.74,82.0,8.0,8,71.0,TT Games,E10+,8.0,10.0
2779,Namco Museum Remix,Wii,2007.0,Misc,Atari,0.1699489597574937,0.0,0.0,0.05,0.74,49.0,18.0,6.3,4.0,TOSE,E,6.3,6.0
2780,NBA 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.45,0.12,0.0034996871845748984,0.02792288652591009,0.74,0.0,0.0,4.6,13.0,Visual Concepts,E,4.6,6.0
2781,Sword of Mana,GBA,2003.0,Role-Playing,Nintendo,0.31,0.11,0.002538370905903362,0.02,0.74,72.0,31.0,8.3,25.0,Brownie Brown,E,8.3,6.0
2782,FIFA 17,PS3,2016.0,Sports,Electronic Arts,0.05,0.08874735901424458,0.0034996871845748984,0.02351691448228458,0.73,0.0,0.0,3.3,21.0,"EA Sports, EA Vancouver",E,7.234294969349734,6.0
2783,Marvel: Ultimate Alliance 2,PS3,2009.0,Role-Playing,Activision,0.49,0.15,0.0,0.022486891019030925,0.73,74.0,48.0,7.3,51.0,Vicarious Visions,T,7.3,13.0
2784,Dragon Age: Inquisition,PC,2014.0,Role-Playing,Electronic Arts,0.33,0.06985920460182864,0.0,0.06,0.73,85.0,45.0,5.9,24.944328587191873,BioWare,M,5.9,17.0
2785,Resonance of Fate,PS3,2010.0,Role-Playing,Sega,0.2,0.21,0.0015366808520359244,0.08,0.73,72.0,42.0,8,26.836533923603234,Tri-Ace,T,8.0,13.0
2786,Madagascar: Escape 2 Africa,DS,2008.0,Action,Activision,0.41,0.05907673435108338,0.0,0.07,0.73,55.0,6.0,tbd,0.0,Amaze Entertainment,E,,6.0
2787,Pirates of the Caribbean: At World's End,PS3,2007.0,Action,Disney Interactive Studios,0.17,0.07774716304829228,0.0,0.02792288652591009,0.73,55.0,24.0,6.9,19.0,Eurocom Entertainment Software,T,6.9,13.0
2792,Tiger Woods PGA Tour 08,PS3,2007.0,Sports,Electronic Arts,0.22,0.07774716304829228,0.0,0.02792288652591009,0.73,79.0,30.0,6.6,7.0,EA Salt Lake,E,6.6,6.0
2793,Classic NES Series: Donkey Kong,GBA,2004.0,Platform,Nintendo,0.4,0.15,0.0015366808520359244,0.01,0.73,55.0,15.0,4.8,4.0,Nintendo,E,4.8,6.0
2794,Harvest Moon: Animal Parade,Wii,2008.0,Simulation,Rising Star Games,0.15317324476202623,0.08,0.002538370905903362,0.05,0.73,76.0,10.0,8.9,20.0,Natsume,E,8.9,6.0
2798,WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,THQ,0.49,0.17,0.0,0.06,0.73,78.0,11.0,7.7,9.0,Yuke's,T,7.7,13.0
2799,Style Savvy: Trendsetters,3DS,2012.0,Simulation,Nintendo,0.16,0.02,0.002538370905903362,0.01,0.73,76.0,5.0,8,15.0,syn Sophia,E,8.0,6.0
2801,Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.06375645254739855,0.002538370905903362,0.06,0.73,79.0,50.0,6.3,36.60701160251839,Square Enix,T,6.3,13.0
2803,Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.14905744624362588,0.16,0.0,0.03,0.73,80.0,30.0,8.7,32.0,Oddworld Inhabitants,T,8.7,13.0
2804,Persona 4: Arena,PS3,2012.0,Fighting,Atlus,0.3,0.11,0.0015366808520359244,0.07,0.73,86.0,47.0,7.7,30.15517364572671,Arc System Works,T,7.7,13.0
2806,Brink,PS3,2011.0,Shooter,Bethesda Softworks,0.29,0.06985920460182864,0.0011442376743379015,0.025338189430529113,0.73,72.0,39.0,5.8,30.15517364572671,Splash Damage,T,5.8,13.0
2807,NHL 11,X360,2010.0,Sports,Electronic Arts,0.16014000647476345,0.07,0.0,0.05,0.73,88.0,49.0,7.7,71.0,Electronic Arts,E10+,7.7,10.0
2808,NCAA Football 07,X360,2006.0,Sports,Electronic Arts,0.1699489597574937,0.0,0.0,0.06,0.73,79.0,43.0,6.9,20.0,EA Sports,E,6.9,6.0
2810,Full Spectrum Warrior,XB,2004.0,Strategy,THQ,0.14905744624362588,0.16,0.0,0.03,0.73,84.0,67.0,8.7,27.0,Pandemic Studios,M,8.7,17.0
2811,LEGO Marvel's Avengers,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.26,0.06985920460182864,0.0,0.025338189430529113,0.73,71.0,70.0,7,20.711108608267992,TT Games,E10+,7.0,10.0
2812,Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.0015366808520359244,0.08,0.73,86.0,55.0,9,20.373777495746726,Namco,E,9.0,6.0
2813,Just Dance 2015,WiiU,2014.0,Misc,Ubisoft,0.38,0.06375645254739855,0.0,0.06,0.73,75.0,6.0,6.6,26.0,Ubisoft,E10+,6.6,10.0
2814,Beyblade VForce: Ultimate Blader Jam,GBA,2003.0,Action,Atari,0.14710908592864477,0.19,0.0,0.01,0.73,0.0,0.0,tbd,0.0,Takara,E,,6.0
2815,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.24,0.07774716304829228,0.0,0.025338189430529113,0.73,80.0,53.0,7.1,65.0,Traveller's Tales,E10+,7.1,10.0
2816,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.27,0.05811732095586271,0.0015366808520359244,0.08,0.73,74.0,23.0,7.1,20.11966272572267,"CyberConnect2, Racjin",T,7.1,13.0
2817,Shaun Palmer's Pro Snowboarder,PS2,2001.0,Sports,Codemasters,0.36,0.06375645254739855,0.0,0.022486891019030925,0.73,64.0,17.0,8.7,13.0,Dearsoft,E,8.7,6.0
2818,James Bond 007: Agent Under Fire,GC,2002.0,Shooter,Electronic Arts,0.15317324476202623,0.15,0.0,0.02,0.72,74.0,16.0,6.8,25.0,Electronic Arts,T,6.8,13.0
2819,Harvest Moon DS: Island of Happiness,DS,2007.0,Simulation,Rising Star Games,0.43,0.01,0.0015366808520359244,0.04,0.72,65.0,15.0,7,22.0,TOSE,E,7.0,6.0
2820,Star Wars Episode III: Revenge of the Sith,GBA,2005.0,Action,Ubisoft,0.14710908592864477,0.19,0.0,0.01,0.72,73.0,13.0,7.5,12.0,Ubisoft,E10+,7.5,10.0
2821,Ultimate Spider-Man,PS2,2005.0,Action,Activision,0.16014000647476345,0.02,0.0,0.02351691448228458,0.72,74.0,52.0,7.9,54.0,Treyarch,T,7.9,13.0
2822,Monopoly Streets,Wii,2010.0,Misc,Electronic Arts,0.23,0.07774716304829228,0.0,0.08,0.72,65.0,9.0,5.2,5.0,Electronic Arts,E,5.2,6.0
2823,Imagine: Interior Designer,DS,2008.0,Simulation,Ubisoft,0.34,0.06985920460182864,0.0,0.08,0.72,0.0,0.0,tbd,0.0,Ubisoft,E,,6.0
2826,Rabbids Go Home,DS,2009.0,Platform,Ubisoft,0.35,0.06375645254739855,0.0,0.07,0.72,70.0,7.0,tbd,0.0,Ubisoft Montpellier,E,,6.0
2829,Total War: Rome II,PC,2013.0,Strategy,Sega,0.12,0.08874735901424458,0.0,0.07,0.72,76.0,71.0,4.2,24.944328587191873,Creative Assembly,T,4.2,13.0
2830,NBA Live 08,PS2,2007.0,Sports,Electronic Arts,0.15317324476202623,0.02,0.0011442376743379015,0.02351691448228458,0.72,68.0,10.0,6.6,9.0,EA Canada,E,6.6,6.0
